OBJECTID,MXLOCATION,designvolt,status,description,type,Symbol,Shape__Length,GlobalID
1,AHA-DOB-A,66,COMMISSIONED,Arahura - Dobson A,TRANSLINE,66 TRANSLINE,8857.46440836165,6c59f621-bda4-458b-a710-6f454a263361
2,AHA-DOB-A1-CBL,66,COMMISSIONED,AHA-DOB-A1-CBL Section,CABLE,66 CABLE,470.196468692008,21b7a647-d819-4538-b649-9e714abec586
3,AHA-OTI-A,66,COMMISSIONED,Arahura - Otira A,TRANSLINE,66 TRANSLINE,63421.1775846478,18444645-a782-47c2-a9da-4b8b7cfecc9c
4,ALB-HPI-A,220,COMMISSIONED,Albany - Huapai A,TRANSLINE,220 TRANSLINE,14887.8050679823,f2f7cd00-6fb5-427b-abbe-8980e7be3aa5
5,ALB-SVL-A,220,COMMISSIONED,Albany - Silverdale A,TRANSLINE,220 TRANSLINE,14346.2632928135,2a0663ae-5034-43a8-a53d-b9162483b7e6
6,ALB-WRD-C-CBL,220,COMMISSIONED,Albany - Wairau Road Cable C,CABLE,220 CABLE,8372.8233808627,82b1478f-e763-4c75-994a-b9c13c4c4108
7,ARA-WRK-A,220,COMMISSIONED,Aratiatia - Wairakei A,TRANSLINE,220 TRANSLINE,4564.26499099791,0e865a81-152f-4df9-8bcf-f3fe72f7665b
8,ARI-EDG-A,110,COMMISSIONED,Arapuni - Edgecumbe A,TRANSLINE,110 TRANSLINE,80565.8374112732,4ed37f8c-6139-42d2-8c22-f55aafbc78d1
9,ARI-EDG-B,110,COMMISSIONED,Arapuni - Edgecumbe B,TRANSLINE,110 TRANSLINE,79597.8157479109,7ba6acb3-956a-4250-96ba-e96d036f1be8
10,ARI-HAM-A,110,COMMISSIONED,Arapuni - Hamilton A,TRANSLINE,110 TRANSLINE,47281.4575089006,bbfd2964-abcd-4758-beaf-1f7503490f88
11,ARI-HAM-B,110,COMMISSIONED,Arapuni - Hamilton B,TRANSLINE,110 TRANSLINE,47307.9994757916,96fe6c82-e905-445b-9eb5-43b4b26a71ac
12,ARI-ONG-A,110,COMMISSIONED,Arapuni - Ongarue A,TRANSLINE,110 TRANSLINE,40714.1404056268,69478521-faf6-4a26-93a3-c865503d7c77
13,ARI-ONG-B,110,COMMISSIONED,Arapuni - Ongarue B,TRANSLINE,110 TRANSLINE,91901.7113638892,17025252-d11a-4348-a260-ddf4cb6b39fd
14,ASH-TIM-A,110,COMMISSIONED,Ashburton - Timaru A,TRANSLINE,110 TRANSLINE,17988.6676817011,f17e0794-0510-4286-b156-7c278e2d9396
15,ASH-TIM-B,110,COMMISSIONED,Ashburton - Timaru B,TRANSLINE,110 TRANSLINE,15729.8074014066,7590caba-036c-4514-9fa0-1fd1f199422d
16,ASY-DEV-A,66,COMMISSIONED,Ashley - Deviation A,TRANSLINE,66 TRANSLINE,3926.11206886965,bba8d0b2-9937-42e7-b7f7-7a17e7e71c0b
18,ATI-TRK-A,220,COMMISSIONED,Atiamuri - Tarukenga A,TRANSLINE,220 TRANSLINE,44623.7434524003,aae3ff28-6b44-4037-806a-79a517f412d2
19,AVI-BEN-A,220,COMMISSIONED,Aviemore - Benmore A,TRANSLINE,220 TRANSLINE,18421.5932965758,46a4b4b6-a75d-42bc-b9e6-c5a65c8ef267
20,AVI-LIV-A,220,COMMISSIONED,Aviemore - Livingstone A,TRANSLINE,220 TRANSLINE,40632.6323423651,0d241069-a47b-4fde-b54d-59cdbba2f6bf
21,BAL-DEV-A,110,COMMISSIONED,Balclutha - Deviation A,TRANSLINE,110 TRANSLINE,13321.5859553375,379570a8-53cf-43d9-8ac5-4f555c300cdb
22,BDE-DEV-A,110,COMMISSIONED,Brydone - Deviation A,TRANSLINE,110 TRANSLINE,3441.32499912655,03db8075-9f96-4d3c-beda-bbb5fce7df39
23,BEN-BGR-A,0,COMMISSIONED,Benmore - Bog Roy A,TRANSLINE,0 TRANSLINE,7499.67955599584,3049a87b-426f-4f0d-9de3-9152031c268e
24,BEN-HAY-A,350,COMMISSIONED,Benmore - Haywards A,TRANSLINE,350 TRANSLINE,552374.477489489,613bc6d8-c34e-4408-9688-afefde8c860a
25,BEN-ISL-A,220,COMMISSIONED,Benmore - Islington A,TRANSLINE,220 TRANSLINE,265487.81541037,b5e1cfe8-7e08-4fb8-b70c-8d2c1074bd2e
26,BEN-TWZ-A,220,COMMISSIONED,Benmore - Twizel A,TRANSLINE,220 TRANSLINE,39749.4406163401,9cce05b2-cced-4bd9-b5d9-c9ef708a071a
27,BHL-PAK-A-CBL,220,COMMISSIONED,Brownhill - Pakuranga A,CABLE,220 CABLE,10794.1998390722,da24e3c1-67fc-4562-abe0-fd85a054c5a0
28,BHL-PAK-B-CBL,220,COMMISSIONED,Brownhill - Pakuranga B,CABLE,220 CABLE,10867.2403833268,1d267fe0-99a7-478d-99e1-a0407acd0163
29,BKD-HOR-A,66,COMMISSIONED,Brackendale - Hororata A,TRANSLINE,66 TRANSLINE,14220.2917400142,d8e576f4-1531-4362-9870-9327ef2a12a0
30,BLN-KIK-A,110,COMMISSIONED,Blenheim - Kikiwa A,TRANSLINE,110 TRANSLINE,108438.231271803,0615cdd8-5140-4c9c-a47a-c88b80ef00d3
31,BLN-STK-A,110,COMMISSIONED,Blenheim - Stoke A,TRANSLINE,110 TRANSLINE,77020.0922988672,dfd96145-3af9-4d2d-9f87-889f7cdb6729
32,BOB-MER-A,110,COMMISSIONED,Bombay - Meremere A,TRANSLINE,110 TRANSLINE,15964.9305872074,f3b9ae1d-f5ce-4a8c-b466-9ef542913df1
33,BPD-TEE-A,110,COMMISSIONED,Bells Pond - Tee A,TRANSLINE,110 TRANSLINE,571.026342665087,7ccddfd3-6251-4a33-8dbd-49395ec5e637
34,BPE-HAY-A,220,COMMISSIONED,Bunnythorpe - Haywards A,TRANSLINE,220 TRANSLINE,120001.562011871,9cc1ffad-81b8-4df0-aab6-2e773c515c80
35,BPE-HAY-B,220,COMMISSIONED,Bunnythorpe - Haywards B,TRANSLINE,220 TRANSLINE,119757.630662815,454e33e2-be43-4695-a945-c0a022341ee0
36,BPE-MHO-A,110,COMMISSIONED,Bunnythorpe - Mangahao A,TRANSLINE,110 TRANSLINE,42494.0220285913,8fc395ad-90e2-4f56-a5b0-56c5464a3ee0
37,BPE-MHO-B,110,COMMISSIONED,Bunnythorpe - Mangahao B,TRANSLINE,110 TRANSLINE,38523.2186394358,920ab15a-c135-400f-a73b-c7f1877bd7fd
38,BPE-WDV-B,110,COMMISSIONED,Bunnythorpe - Woodville B,TRANSLINE,110 TRANSLINE,22395.3122052334,42ae9741-b11a-4a82-97e3-cfc4205cf69a
39,BPE-WIL-A,220,COMMISSIONED,Bunnythorpe - Wilton A,TRANSLINE,220 TRANSLINE,151674.407886437,ce1c46d5-5e1e-4092-9d74-3a34a0f96b0d
40,BPT-TEE-A,110,COMMISSIONED,Black Point - Tee A,TRANSLINE,110 TRANSLINE,3535.6973244797,c725b35e-c8e0-432b-a017-a500a731366c
41,BRB-DEV-A,220,COMMISSIONED,Bream Bay - Deviation A,TRANSLINE,220 TRANSLINE,3614.54396088644,0784d2e2-dacc-4f15-b962-b0ab8f502b24
42,BRK-BPE-A,220,COMMISSIONED,Brunswick - Bunnythorpe A,TRANSLINE,220 TRANSLINE,71538.4826012506,b1f201b5-0673-4989-81c7-e66c8332ca73
43,BRK-SFD-A,220,COMMISSIONED,Brunswick - Stratford A,TRANSLINE,220 TRANSLINE,96268.3529521796,03a7fd39-cdc8-40ce-a441-2656d50c95ad
44,BRK-SFD-B,220,COMMISSIONED,Brunswick - Stratford B,TRANSLINE,220 TRANSLINE,96741.1810114519,895a11bf-ed91-4d04-88b0-08136e310bc8
45,BRY-ISL-A,220,COMMISSIONED,Bromley - Islington A,TRANSLINE,220 TRANSLINE,28312.4364730289,e31696af-8ff4-45fa-bc24-5347318487ba
46,BWR-IGH-A,110,COMMISSIONED,Blackwater - Inangahua A,TRANSLINE,110 TRANSLINE,54076.9685323242,2b439154-bcdf-4025-a5bc-29dd0be8045f
47,CHH-TWZ-A,220,COMMISSIONED,Christchurch - Twizel A,TRANSLINE,220 TRANSLINE,216842.263971996,df586ce5-d1f3-4ae6-8281-780b5125dafb
48,CML-FKN-A,110,COMMISSIONED,Cromwell - Frankton A,TRANSLINE,110 TRANSLINE,40832.9460986105,84026f0c-3086-4b11-8252-57960ab70c58
49,COL-BKD-D,66,COMMISSIONED,Coleridge - Brackendale D,TRANSLINE,66 TRANSLINE,33110.8627970619,29a29502-4bd9-430c-a6bf-626880d93add
50,CPK-WIL-A,110,COMMISSIONED,Central Park - Wilton A,TRANSLINE,110 TRANSLINE,4793.78284047954,5a68f941-5311-4116-bf4e-b75c26979c2b
51,CPK-WIL-B,110,COMMISSIONED,Central Park - Wilton B,TRANSLINE,110 TRANSLINE,13015.4653417324,242d3b3f-d14d-4b63-97f6-dd71402894a8
52,CST-HUI-A,110,COMMISSIONED,Carrington St - Huirangi A,TRANSLINE,110 TRANSLINE,15427.583872314,230cc3a6-5fd0-4afc-a2fa-a4c1db4c376f
53,CST-NPL-A,110,COMMISSIONED,Carrington St - New Plymouth A,TRANSLINE,110 TRANSLINE,11303.5898170713,3c97a433-3573-485c-b60a-6eb9dbb073ae
54,CST-SFD-A,110,COMMISSIONED,Carrington St - Stratford A,TRANSLINE,110 TRANSLINE,36924.7439147995,d2665bce-dbb3-46bb-a5d9-eb494b894ca9
55,DOB-BWR-A,110,COMMISSIONED,Dobson - Blackwater A,TRANSLINE,110 TRANSLINE,44669.9336791054,292b25c9-0ba5-4c07-a495-44027cf1dbb3
56,DOB-TEE-A,110,COMMISSIONED,Dobson - Tee A,TRANSLINE,110 TRANSLINE,74600.9614815602,feadab4a-0c44-437f-ab92-1da7a16edde5
57,EDG-TRK-A,220,COMMISSIONED,Edgecumbe - Tarukenga A,TRANSLINE,220 TRANSLINE,66826.565535414,a391e5ce-672d-47ea-8fbf-086bb5ada0ff
58,FHL-DEV-A,110,COMMISSIONED,Fernhill - Deviation A,TRANSLINE,110 TRANSLINE,18437.4010895645,635d22f5-d349-45a5-a53e-0414fa6a4085
59,FHL-RDF-A,110,COMMISSIONED,Fernhill - Redclyffe A,TRANSLINE,110 TRANSLINE,8220.80126237021,a1876ad3-c2b2-44b4-8bfb-89781b97039a
60,FHL-RDF-B,110,COMMISSIONED,Fernhill - Redclyffe B,TRANSLINE,110 TRANSLINE,6485.29665263678,54f3f41d-9355-4c6f-b2f8-f7787b0d51de
61,FHL-WDV-A,110,COMMISSIONED,Fernhill - Woodville A,TRANSLINE,110 TRANSLINE,114094.656851971,3a33f336-dcfb-496c-bef3-8e27ed5f1e43
62,FHL-WDV-B,110,COMMISSIONED,Fernhill - Woodville B,TRANSLINE,110 TRANSLINE,112186.170903268,4364effb-218f-4179-b1a5-63d0ba9c4723
63,GLN-DEV-A,220,COMMISSIONED,Glenbrook - Deviation A,TRANSLINE,220 TRANSLINE,23530.601061913,1e01e720-55ea-4d8e-ad4f-61f3ba194c1e
64,GNY-OAM-A,110,COMMISSIONED,Glenavy - Oamaru A,TRANSLINE,110 TRANSLINE,27096.4984948504,8a99bcda-8067-496a-a15e-0596c670504b
65,GNY-OAM-B,110,COMMISSIONED,Glenavy - Oamaru B,TRANSLINE,110 TRANSLINE,24503.0340593115,ced9c967-f026-4bf1-b8ed-0d5ad76f90bd
66,GNY-TIM-A,110,COMMISSIONED,Glenavy - Timaru A,TRANSLINE,110 TRANSLINE,70696.2074314773,84369092-7cd0-4bc5-bfcc-1485eab89858
67,GNY-WTK-A,110,COMMISSIONED,Glenavy - Waitaki A,TRANSLINE,110 TRANSLINE,61396.0135181825,29bdaf4a-2042-4caa-8cb8-9d65d4e99e6a
68,GOR-HWB-A,110,COMMISSIONED,Gore - Halfway Bush A,TRANSLINE,110 TRANSLINE,141762.522957352,3d8ac8d8-ccec-4361-b15e-be90a22e9e8c
69,GOR-INV-A,110,COMMISSIONED,Gore - Invercargill A,TRANSLINE,110 TRANSLINE,57273.2483228626,b7e5ac45-23d8-4752-9ab1-7f41c1606b6f
70,GOR-ROX-A,110,COMMISSIONED,Gore - Roxburgh A,TRANSLINE,110 TRANSLINE,83517.7040560731,f9815e8b-dc46-44f8-b0a1-63671f82af9b
71,HAI-MTM-A,110,COMMISSIONED,Hairini - Mt Maunganui A,TRANSLINE,110 TRANSLINE,8388.09489344683,1c2ea6d6-44e2-4422-829f-a7561ca938ee
72,HAI-MTM-B,110,COMMISSIONED,Hairini - Mt Maunganui B,TRANSLINE,110 TRANSLINE,8763.50314820191,4996f61f-cd24-4bbc-a6a3-3fa37aee8874
73,HAI-MTM-B1-CBL,110,COMMISSIONED,HAI-MTM-B1 Cable Section,CABLE,110 CABLE,856.19226057841,95f1a3d0-7357-4b08-ba45-57d888cd5352
74,HAI-TMI-A,110,COMMISSIONED,Hairini - Te Matai A,TRANSLINE,110 TRANSLINE,17738.4504495374,13c4d9f8-f897-433d-af0d-14b85f386897
75,HAM-KPO-A,110,COMMISSIONED,Hamilton - Karapiro A,TRANSLINE,110 TRANSLINE,26545.3519684337,3988519d-b73b-487d-92b6-42ea7f812a2c
76,HAM-KPO-A-CBL,110,COMMISSIONED,HAM-KPO-A Cable Section,CABLE,110 CABLE,2615.86459900934,36984dce-a561-441f-a81b-afc9361a3fe2
77,HAM-WHU-A,110,COMMISSIONED,Hamilton - Waihou A,TRANSLINE,110 TRANSLINE,45291.2902560394,abcf2d32-fb9e-4348-878e-8fef3ed8d748
78,HAY-JFD-A,220,COMMISSIONED,Haywards - Judgeford A,TRANSLINE,220 TRANSLINE,8390.98940261815,fcb00643-093a-4a75-a66f-4139edd8dfa3
79,HAY-MLG-A,110,COMMISSIONED,Haywards - Melling A,TRANSLINE,110 TRANSLINE,2768.89357059808,6cf90073-24be-4741-a2a0-b8e00b702208
80,HAY-MLG-B,110,COMMISSIONED,Haywards - Melling B,TRANSLINE,110 TRANSLINE,9968.2403353971,de04d933-5ea0-4792-b48e-9d6e519df3a3
81,HAY-TKR-A,110,COMMISSIONED,Haywards - Takapu Road A,TRANSLINE,110 TRANSLINE,9970.50897542516,59ed21d8-d45c-4947-918b-271ae5c2d5ad
82,HAY-UHT-A,110,COMMISSIONED,Haywards - Upper Hutt A,TRANSLINE,110 TRANSLINE,11729.2402976033,6f2eb227-2fee-4e82-8a2f-98ebdb4a77b6
83,HEN-HEP-A,110,COMMISSIONED,Henderson - Hepburn Road A,TRANSLINE,110 TRANSLINE,6932.05876506591,d95b4d69-1922-4392-a581-30d24047f7bc
84,HEN-MDN-A,220,COMMISSIONED,Henderson - Marsden A,TRANSLINE,220 TRANSLINE,120125.553279002,57a5ad5b-536b-4d27-a422-4d2b1ef3fdc4
85,HEN-MPE-A,110,COMMISSIONED,Henderson - Maungatapere A,TRANSLINE,110 TRANSLINE,137361.615225416,efd1ce63-fe68-4e38-b3bc-451aa3cfaa46
86,HEN-ROS-A,110,COMMISSIONED,Henderson - Mt Roskill A,TRANSLINE,110 TRANSLINE,14756.4701559507,ee77bda2-cecc-482e-9af8-48375ae40848
87,HEP-ROS-A,110,COMMISSIONED,Hepburn Road - Mt Roskill A,TRANSLINE,110 TRANSLINE,7541.1155941374,6e822697-3286-4187-a767-b09079818e46
88,HIN-KPO-A,110,COMMISSIONED,Hinuera - Karapiro A,TRANSLINE,110 TRANSLINE,21363.8041642517,329936f3-db3a-4397-9b60-1e504e178b80
89,HLY-DEV-A,220,COMMISSIONED,Huntly - Deviation A,TRANSLINE,220 TRANSLINE,17758.8992871089,6e38758d-fb03-4a86-be6f-e52039a9b520
90,HLY-TMN-A,220,COMMISSIONED,Huntly - Taumarunui A,TRANSLINE,220 TRANSLINE,171413.797173943,3091e491-7417-48b9-b4e9-e70c16b0a2cf
91,HOB-PEN-A-CBL,220,COMMISSIONED,Hobson Street - Penrose Cable,CABLE,220 CABLE,9232.85849978694,690f2475-60a2-4f28-ac2a-60d4b433a8bf
92,HOR-ISL-E,66,COMMISSIONED,Hororata - Islington E,TRANSLINE,66 TRANSLINE,46676.8519235746,ba0b4a83-9506-45d3-8b49-4c4f8b1d48bd
93,HUI-MNI-A,110,COMMISSIONED,Huirangi - Motunui A,TRANSLINE,110 TRANSLINE,8780.31102130566,2fa6fbfd-0e81-4866-81a3-deb0f152dac7
94,HWB-ROX-A,110,COMMISSIONED,Halfway Bush - Roxburgh A,TRANSLINE,110 TRANSLINE,143325.752360187,ed566b30-ef9c-4d92-b5e0-018513ee71de
95,HWB-SDN-A,220,COMMISSIONED,Halfway Bush - South Dunedin A,TRANSLINE,220 TRANSLINE,12991.5425049044,00e2c510-531e-486d-97ca-81534f40651d
96,IGH-KIK-A,110,COMMISSIONED,Inangahua - Kikiwa A,TRANSLINE,110 TRANSLINE,91910.0052422029,364e1585-8b23-4791-a1a9-3e1442fa5b8e
97,IGH-KIK-B,110,COMMISSIONED,Inangahua - Kikiwa B,TRANSLINE,110 TRANSLINE,97097.5112492428,a4ef29e0-7b90-4562-8054-61394eef0a17
98,IGH-RFN-A,110,COMMISSIONED,Inangahua - Reefton A,TRANSLINE,110 TRANSLINE,32824.3336114996,8836afaf-ef92-46bb-8127-29ba33ded36d
99,IGH-WMG-A,110,COMMISSIONED,Inangahua - Waimangaroa A,TRANSLINE,110 TRANSLINE,26227.2061128902,b5d60051-78d7-4522-98a1-432b884490bb
100,IGH-WPT-B,110,COMMISSIONED,Inangahua - Westport B,TRANSLINE,110 TRANSLINE,51753.5415737175,5c5204bb-8bc0-4327-b31e-c7c274599054
101,INV-TWI-A,220,COMMISSIONED,Invercargill - Tiwai A,TRANSLINE,220 TRANSLINE,25227.5436301111,33236166-6bcd-4dd4-bf43-a1c6806ca8e3
102,ISL-DEV-A,66,COMMISSIONED,Islington - Deviation A,TRANSLINE,66 TRANSLINE,6204.96568246728,e009ba37-5771-4e39-8c0c-af2ae863cfd0
103,ISL-KIK-A,220,COMMISSIONED,Islington - Kikiwa A,TRANSLINE,220 TRANSLINE,229624.75845605,6f598821-d9b5-4d62-ba20-f583be54537b
104,ISL-KIK-B,220,COMMISSIONED,Islington - Kikiwa B,TRANSLINE,220 TRANSLINE,237672.374325674,d29c492c-2b0c-4dd4-b0c5-2985734899ce
105,KAI-SBK-A,66,COMMISSIONED,Kaiapoi - Southbrook A,TRANSLINE,66 TRANSLINE,6753.79734442123,c8ac810c-1951-4796-9072-3ed872b3882f
106,KAI-SBK-A-CBL,66,COMMISSIONED,KAI-SBK Cable Section,CABLE,66 CABLE,1615.10384768288,b557a4a4-c938-4b85-9fbe-226cd4bc3fc5
107,KAW-DEV-A,220,COMMISSIONED,Kawerau - Deviation A,TRANSLINE,220 TRANSLINE,8933.58669360782,2385cff8-a617-4cd4-8f19-90293e32d78a
108,KBY-TEE-A,66,COMMISSIONED,Kimberley - Tee A,TRANSLINE,66 TRANSLINE,1390.19311419145,f53e9326-ff42-4e63-805c-af7e3dff4bd0
109,KIK-STK-A,220,COMMISSIONED,Kikiwa - Stoke A,TRANSLINE,220 TRANSLINE,53390.8950849931,32cedb04-dcbc-429f-91bc-81478b2a9e50
110,KIK-STK-B,110,COMMISSIONED,Kikiwa - Stoke B,TRANSLINE,110 TRANSLINE,53074.2892302091,f86d3f0a-3168-4e3a-9548-c750da201fa1
111,KIN-DEV-A,110,COMMISSIONED,Kinleith - Deviation A,TRANSLINE,110 TRANSLINE,23033.8950386655,3f92cb9d-b0b7-469f-bf13-e7aa5d257a9e
112,KOE-MPE-A,110,COMMISSIONED,Kaikohe - Maungatapere A,TRANSLINE,110 TRANSLINE,56468.8254666252,4b086690-8e51-4dd5-9ca8-e2ab5f93fbfb
